processed  
432.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    136.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    432.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    136.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
136.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    136.0    72.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0    72.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-156.0    72.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0    72.0  06.00000 0.00000 0.00000 0.40000 0.00000   -156.0  -256.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0  -256.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
136.0  -256.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0  -256.0  06.00000 0.00000 0.00000 0.40000 0.00000    136.0 -1554.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -1554.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
136.0 -1554.0  06.00000 0.00000 0.00000 0.40000 0.00000    -80.0 -1554.0  06.00000 0.00000 0.00000 0.40000 0.00000    136.0 -1686.0  06.00000 0.00000 0.00000 0.40000 0.00000    -80.0 -1686.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
136.0 -1686.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -1686.0  06.00000 0.00000 0.00000 0.40000 0.00000    136.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-178.0 -1554.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -1554.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -1686.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -1686.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-178.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0  -420.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0  -420.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-178.0  -420.0  06.00000 0.00000 0.00000 0.40000 0.00000   -860.0  -420.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000   -860.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-178.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000   -178.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-894.0  2998.0  00.00000 0.00000 0.00000 0.40000 0.00000  -2998.0  2998.0  00.00000 0.00000 0.00000 0.40000 0.00000   -894.0    92.0  00.00000 0.00000 0.00000 0.40000 0.00000  -2998.0    92.0  00.00000 0.00000 0.00000 0.40000 0.00000  3
-1066.0    92.0  06.00000 0.00000 0.00000 0.40000 0.00000  -2998.0    92.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1066.0     8.0  06.00000 0.00000 0.00000 0.40000 0.00000  -2998.0     8.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-894.0    92.0  06.00000 0.00000 0.00000 0.40000 0.00000   -924.0    92.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0     8.0  06.00000 0.00000 0.00000 0.40000 0.00000   -924.0     8.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-894.0     8.0  06.00000 0.00000 0.00000 0.40000 0.00000  -2998.0     8.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  -2998.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-1106.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  -2998.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1106.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  -2998.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-894.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000   -916.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   -916.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-1062.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1106.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1062.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1106.0  -658.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-916.0  -812.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1106.0  -812.0  06.00000 0.00000 0.00000 0.40000 0.00000   -916.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1106.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-894.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1062.0  -422.0  06.00000 0.00000 0.00000 0.40000 0.00000   -894.0  -420.0  06.00000 0.00000 0.00000 0.40000 0.00000  -1062.0  -420.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
2998.0  -634.0  06.00000 0.00000 0.00000 0.40000 0.00000    432.0  -634.0  06.00000 0.00000 0.00000 0.40000 0.00000   2998.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    432.0 -2998.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
662.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    432.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    662.0   192.0  06.00000 0.00000 0.00000 0.40000 0.00000    432.0   192.0  06.00000 0.00000 0.00000 0.40000 0.00000  3 
2998.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000    662.0  2998.0  06.00000 0.00000 0.00000 0.40000 0.00000   2998.0   112.0  06.00000 0.00000 0.00000 0.40000 0.00000    662.0   112.0  06.00000 0.00000 0.00000 0.40000 0.00000  3 #
2998.0   112.0  06.00000 0.00000 0.00000 0.40000 0.00000    928.0   112.0  06.00000 0.00000 0.00000 0.40000 0.00000   2998.0    -4.0  06.00000 0.00000 0.00000 0.40000 0.00000    928.0    -4.0  06.00000 0.00000 0.00000 0.40000 0.00000  3 #
2998.0    -4.0  06.00000 0.00000 0.00000 0.40000 0.00000    890.0    -4.0  06.00000 0.00000 0.00000 0.40000 0.00000   2998.0  -230.0  06.00000 0.00000 0.00000 0.40000 0.00000    890.0  -230.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
2998.0  -230.0  06.00000 0.00000 0.00000 0.40000 0.00000    666.0  -230.0  06.00000 0.00000 0.00000 0.40000 0.00000   2998.0  -634.0  06.00000 0.00000 0.00000 0.40000 0.00000    666.0  -634.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
928.0   112.0  06.00000 0.00000 0.00000 0.40000 0.00000    892.0   112.0  06.00000 0.00000 0.00000 0.40000 0.00000    928.0    70.0  06.00000 0.00000 0.00000 0.40000 0.00000    892.0    70.0  06.00000 0.00000 0.00000 0.40000 0.00000  3
-1244.0   976.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1696.0   976.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1244.0   512.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1696.0   512.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1486.0   512.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1670.0   512.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1486.0   470.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1670.0   470.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1544.0   470.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1650.0   470.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1544.0   428.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1650.0   428.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1578.0   428.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1650.0   428.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1578.0   298.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1650.0   298.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1138.0   918.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1244.0   918.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1138.0   754.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1244.0   754.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1544.0   450.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1524.0   450.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1544.0   470.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1524.0   470.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1578.0   408.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1558.0   408.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1578.0   428.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1558.0   428.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
-1486.0   492.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1466.0   492.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1486.0   512.0  69.00000 0.00000 0.00000 0.40000 0.00000  -1466.0   512.0  69.00000 0.00000 0.00000 0.40000 0.00000  1
