566
-1079.02 -835.426 -7.0075 0
-1079.02 -828.341 -7.0075 0
-1078.95 -821.255 -7.1539 0
-1078.57 -815.255 -7.1539 0
-1077.9 -809.255 -7.1539 0
-1077.32 -803.255 -7.1539 0
-1076.89 -795.876 -7.1539 0
-1076.64 -782.364 -7.1539 0
-1076.51 -749.37 -7.036 0
-1076.51 -729.485 -7.0075 0
-1076.51 -709.596 -7.0075 0
-1076.51 -689.707 -7.0075 0
-1076.51 -669.818 -7.0075 0
-1076.51 -649.925 -7.036 0
-1076.24 -643.266 -6.854 0
-1075.11 -635.181 -6.1731 0
-1073.89 -626.702 -5.6266 0
-1073.08 -617.774 -5.181 0
-1072.81 -607.728 -5.299 0
-1071.65 -597.85 -5.299 0
-1069.58 -588.123 -5.1525 0
-1066.89 -578.559 -5.1525 0
-1063.44 -569.014 -5.1525 0
-1059.38 -560.105 -5.1525 0
-1054.59 -551.402 -5.1525 0
-1049.1 -543.013 -5.1525 0
-1042.94 -535.136 -5.1525 0
-1036.36 -527.826 -5.181 0
-1029.46 -521.26 -5.1525 0
-1021.92 -514.688 -5.299 0
-1015.17 -508.813 -5.1525 0
-1007.54 -502.216 -5.1525 0
-998.756 -493.93 -5.3274 0
-993.272 -488.841 -5.1525 0
-985.649 -482.658 -5.1525 0
-977.133 -476.889 -5.1525 0
-968.671 -472.273 -5.1525 0
-959.756 -467.954 -5.1525 0
-950.344 -464.341 -5.1525 0
-940.922 -461.531 -5.1525 0
-931.121 -459.436 -5.299 0
-921.137 -458.135 -5.299 0
-911.267 -457.564 -5.181 0
-901.221 -457.496 -5.1525 0
-892.35 -457.439 -5.1525 0
-881.359 -457.494 -5.1525 0
-871.31 -457.442 -5.1525 0
-861.387 -457.459 -5.1525 0
-851.414 -457.476 -5.299 0
-841.474 -457.444 -5.1525 0
-831.559 -457.478 -5.1525 0
-821.572 -457.446 -5.1525 0
-811.557 -457.459 -5.3274 0
-801.784 -457.445 -5.1525 0
-791.612 -457.492 -5.1525 0
-781.742 -457.425 -5.299 0
-771.878 -457.45 -5.1525 0
-761.936 -457.476 -5.1525 0
-751.911 -457.45 -5.299 0
-742.204 -457.494 -5.299 0
-732.038 -457.503 -5.1525 0
-722.138 -457.475 -5.299 0
-712.041 -457.477 -5.3274 0
-702.035 -457.454 -5.1525 0
-692.129 -457.458 -5.299 0
-682.495 -457.519 -5.299 0
-672.393 -457.479 -5.1525 0
-662.553 -457.459 -5.1525 0
-652.694 -457.443 -5.299 0
-642.598 -457.423 -5.299 0
-632.693 -457.45 -5.299 0
-622.695 -457.437 -5.1525 0
-612.939 -457.454 -5.181 0
-603.048 -457.435 -5.299 0
-593.131 -457.483 -5.1525 0
-582.919 -457.438 -5.1525 0
-572.975 -457.435 -5.1525 0
-563.066 -457.431 -5.1525 0
-553.019 -457.516 -5.1525 0
-543.193 -457.456 -5.299 0
-533.01 -457.455 -5.1525 0
-523.33 -457.467 -5.1525 0
-513.207 -457.434 -5.3274 0
-503.506 -457.165 -5.1525 0
-494.065 -456.167 -5.299 0
-484.762 -454.499 -5.1525 0
-475.277 -452.031 -5.299 0
-466.32 -448.824 -5.1525 0
-457.181 -444.826 -5.299 0
-449.141 -440.424 -5.299 0
-441.16 -435.358 -5.299 0
-432.804 -428.926 -5.299 0
-425.646 -422.507 -5.181 0
-418.223 -415.241 -5.299 0
-411.311 -408.196 -5.299 0
-404.302 -401.293 -5.299 0
-397.269 -394.244 -5.299 0
-390.169 -387.131 -5.1525 0
-383.293 -380.212 -5.1525 0
-376.343 -373.229 -5.1525 0
-369.231 -366.17 -5.1525 0
-362.171 -359.154 -5.1525 0
-355.061 -352.025 -5.1953 0
-348.141 -345.136 -5.1525 0
-341.159 -338.069 -5.299 0
-334.14 -331.078 -5.1525 0
-327.044 -323.939 -5.1525 0
-320.08 -317.01 -5.1525 0
-312.769 -309.662 -5.299 0
-305.861 -302.745 -5.1525 0
-298.836 -295.754 -5.1525 0
-291.821 -288.702 -5.299 0
-285.023 -281.843 -5.181 0
-277.984 -274.85 -5.1525 0
-270.931 -267.823 -5.1525 0
-263.833 -260.718 -5.299 0
-256.831 -253.702 -5.1525 0
-249.632 -246.564 -5.1525 0
-242.81 -239.708 -5.299 0
-235.574 -232.51 -5.299 0
-228.605 -225.471 -5.299 0
-221.676 -218.572 -5.299 0
-214.472 -211.345 -5.3274 0
-207.586 -204.902 -5.299 0
-199.82 -198.63 -5.299 0
-191.704 -192.95 -5.1525 0
-182.943 -187.998 -5.299 0
-173.466 -183.308 -5.1525 0
-164.587 -179.822 -5.1525 0
-154.552 -176.866 -5.299 0
-145.392 -174.931 -5.299 0
-135.45 -173.559 -5.299 0
-124.653 -172.893 -5.3274 0
-115.949 -172.833 -5.181 0
-108.69 -172.823 -5.1525 0
-102.688 -172.792 -5.1525 0
-96.5954 -172.792 -5.299 0
-89.5614 -172.805 -5.299 0
-82.3281 -172.809 -5.1525 0
-76.3175 -172.976 -5.1525 0
-70.6002 -173.305 -5.1525 0
-64.4799 -173.899 -5.299 0
-58.4005 -174.562 -5.299 0
-52.665 -175.007 -5.1525 0
-45.7115 -175.312 -5.299 0
-38.6247 -175.301 -5.299 0
-32.5333 -175.307 -5.1525 0
-26.5663 -175.314 -5.3274 0
-16.8639 -175.058 -5.0784 0
-6.88775 -174.195 -4.9138 0
6.99676 -172.356 -4.8033 0
16.5555 -170.936 -4.5989 0
26.704 -169.453 -4.7382 0
36.6097 -168.042 -4.6588 0
46.5367 -166.86 -4.8692 0
56.5788 -165.963 -4.8576 0
66.5281 -165.225 -5.1829 0
76.4302 -164.867 -5.4738 0
86.1237 -164.313 -5.4454 0
95.6611 -163.028 -5.4454 0
104.868 -161.036 -5.299 0
113.921 -158.347 -5.4454 0
122.836 -154.968 -5.4454 0
131.353 -150.865 -5.4454 0
139.788 -145.931 -5.4454 0
147.693 -140.556 -5.4454 0
154.82 -134.799 -5.4454 0
161.984 -128.159 -5.4738 0
169.902 -121.048 -5.299 0
177.853 -114.945 -5.299 0
186.929 -109.117 -5.4454 0
195.744 -104.376 -5.299 0
205.324 -100.2312 -5.4454 0
214.958 -96.8475 -5.4454 0
224.323 -94.389 -5.4454 0
234.145 -92.6284 -5.299 0
244.23 -91.6034 -5.4454 0
254.275 -91.2598 -5.4739 0
264.01 -91.125 -5.3836 0
273.907 -90.8408 -5.7288 0
283.891 -90.3382 -5.8526 0
293.798 -89.7247 -6.1463 0
303.742 -89.1586 -6.4156 0
313.958 -88.7991 -6.7587 0
323.685 -88.7084 -6.717 0
333.736 -89.2348 -6.6885 0
343.6 -90.538 -6.6885 0
353.615 -92.6382 -6.6885 0
363.381 -95.5535 -6.835 0
372.87 -99.1895 -6.835 0
382.061 -103.564 -6.6885 0
390.719 -108.618 -6.6885 0
398.44 -113.626 -6.6885 0
406.325 -120.022 -6.6885 0
